comuna_datachile_id,candidato_id,votos_candidato,electo,partido_id,year,election_id
224,8,31,0,0,2013,2
224,9,5,0,0,2013,2
225,1,1283,1,10,2013,2
225,2,413,0,6,2013,2
225,8,24,0,0,2013,2
225,9,10,0,0,2013,2
226,1,1897,1,10,2013,2
226,2,1137,0,6,2013,2
226,8,36,0,0,2013,2
226,9,16,0,0,2013,2
227,1,205,1,10,2013,2
227,2,61,0,6,2013,2
227,8,4,0,0,2013,2
227,9,3,0,0,2013,2
228,1,28697,1,10,2013,2
228,2,41174,0,6,2013,2
228,8,2095,0,0,2013,2
228,9,980,0,0,2013,2
229,1,3554,1,10,2013,2
229,2,2229,0,6,2013,2
229,8,89,0,0,2013,2
229,9,36,0,0,2013,2
230,1,3532,1,10,2013,2
230,2,4295,0,6,2013,2
230,8,92,0,0,2013,2
230,9,50,0,0,2013,2
231,1,40570,1,10,2013,2
231,2,18307,0,6,2013,2
231,8,949,0,0,2013,2
231,9,293,0,0,2013,2
232,1,69748,1,10,2013,2
232,2,37855,0,6,2013,2
232,8,1839,0,0,2013,2
232,9,645,0,0,2013,2
233,1,34709,1,10,2013,2
233,2,23698,0,6,2013,2
233,8,760,0,0,2013,2
233,9,327,0,0,2013,2
234,1,2968,1,10,2013,2
234,2,1028,0,6,2013,2
234,8,42,0,0,2013,2
234,9,18,0,0,2013,2
235,1,8082,1,10,2013,2
235,2,7135,0,6,2013,2
235,8,173,0,0,2013,2
235,9,86,0,0,2013,2
236,1,1169,1,10,2013,2
236,2,490,0,6,2013,2
236,8,10,0,0,2013,2
236,9,11,0,0,2013,2
237,1,3710,1,10,2013,2
237,2,764,0,6,2013,2
237,8,76,0,0,2013,2
237,9,18,0,0,2013,2
238,1,26723,1,10,2013,2
238,2,12208,0,6,2013,2
238,8,627,0,0,2013,2
238,9,232,0,0,2013,2
239,1,1307,1,10,2013,2
239,2,336,0,6,2013,2
239,8,8,0,0,2013,2
239,9,13,0,0,2013,2
240,1,3318,1,10,2013,2
240,2,2009,0,6,2013,2
240,8,66,0,0,2013,2
240,9,22,0,0,2013,2
241,1,6288,1,10,2013,2
241,2,2669,0,6,2013,2
241,8,90,0,0,2013,2
241,9,34,0,0,2013,2
242,1,4574,1,10,2013,2
242,2,1347,0,6,2013,2
242,8,61,0,0,2013,2
242,9,26,0,0,2013,2
243,1,510,1,10,2013,2
243,2,413,0,6,2013,2
243,8,14,0,0,2013,2
243,9,4,0,0,2013,2
244,1,3926,1,10,2013,2
244,2,1379,0,6,2013,2
244,8,38,0,0,2013,2
244,9,17,0,0,2013,2
245,1,1318,1,10,2013,2
245,2,797,0,6,2013,2
245,8,23,0,0,2013,2
245,9,16,0,0,2013,2
246,1,4727,1,10,2013,2
246,2,2374,0,6,2013,2
246,8,75,0,0,2013,2
246,9,57,0,0,2013,2
247,1,1934,1,10,2013,2
247,2,1137,0,6,2013,2
247,8,22,0,0,2013,2
247,9,22,0,0,2013,2
248,1,1369,1,10,2013,2
248,2,604,0,6,2013,2
248,8,14,0,0,2013,2
248,9,7,0,0,2013,2
249,1,27688,1,10,2013,2
249,2,15076,0,6,2013,2
249,8,638,0,0,2013,2
249,9,209,0,0,2013,2
250,1,2895,1,10,2013,2
250,2,1395,0,6,2013,2
250,8,40,0,0,2013,2
250,9,25,0,0,2013,2
251,1,4232,1,10,2013,2
251,2,2479,0,6,2013,2
251,8,78,0,0,2013,2
251,9,19,0,0,2013,2
252,1,16318,1,10,2013,2
252,2,11525,0,6,2013,2
252,8,446,0,0,2013,2
252,9,155,0,0,2013,2
253,1,26973,1,10,2013,2
253,2,20664,0,6,2013,2
253,8,882,0,0,2013,2
253,9,311,0,0,2013,2
254,1,2325,1,10,2013,2
254,2,611,0,6,2013,2
254,8,36,0,0,2013,2
254,9,28,0,0,2013,2
255,1,4019,1,10,2013,2
255,2,1929,0,6,2013,2
255,8,69,0,0,2013,2
255,9,28,0,0,2013,2
256,1,25743,1,10,2013,2
256,2,14152,0,6,2013,2
256,8,597,0,0,2013,2
256,9,202,0,0,2013,2
257,1,5459,1,10,2013,2
257,2,3552,0,6,2013,2
257,8,107,0,0,2013,2
257,9,52,0,0,2013,2
258,1,4046,1,10,2013,2
258,2,1450,0,6,2013,2
258,8,75,0,0,2013,2
258,9,22,0,0,2013,2
259,1,46006,1,10,2013,2
259,2,28073,0,6,2013,2
259,8,1028,0,0,2013,2
259,9,428,0,0,2013,2
260,1,1950,1,10,2013,2
260,2,908,0,6,2013,2
260,8,32,0,0,2013,2
260,9,13,0,0,2013,2
261,1,3431,1,10,2013,2
261,2,1353,0,6,2013,2
261,8,52,0,0,2013,2
261,9,17,0,0,2013,2
262,1,34710,1,10,2013,2
262,2,19500,0,6,2013,2
262,8,708,0,0,2013,2
262,9,257,0,0,2013,2
263,1,2912,1,10,2013,2
263,2,1245,0,6,2013,2
263,8,50,0,0,2013,2
263,9,18,0,0,2013,2
264,1,29346,1,10,2013,2
264,2,12562,0,6,2013,2
264,8,569,0,0,2013,2
264,9,198,0,0,2013,2
265,1,14533,1,10,2013,2
265,2,5989,0,6,2013,2
265,8,249,0,0,2013,2
265,9,108,0,0,2013,2
266,1,6845,1,10,2013,2
266,2,3051,0,6,2013,2
266,8,102,0,0,2013,2
266,9,35,0,0,2013,2
267,1,4570,1,10,2013,2
267,2,2967,0,6,2013,2
267,8,57,0,0,2013,2
267,9,22,0,0,2013,2
268,1,2892,1,10,2013,2
268,2,1136,0,6,2013,2
268,8,37,0,0,2013,2
268,9,18,0,0,2013,2
269,1,7692,1,10,2013,2
269,2,4802,0,6,2013,2
269,8,109,0,0,2013,2
269,9,36,0,0,2013,2
270,1,3937,1,10,2013,2
270,2,1484,0,6,2013,2
270,8,44,0,0,2013,2
270,9,26,0,0,2013,2
271,1,1410,1,10,2013,2
271,2,611,0,6,2013,2
271,8,13,0,0,2013,2
271,9,10,0,0,2013,2
272,1,568,1,10,2013,2
272,2,476,0,6,2013,2
272,8,18,0,0,2013,2
272,9,4,0,0,2013,2
273,1,4362,1,10,2013,2
273,2,1871,0,6,2013,2
273,8,58,0,0,2013,2
273,9,23,0,0,2013,2
274,1,103,1,10,2013,2
274,2,92,0,6,2013,2
274,8,4,0,0,2013,2
274,9,1,0,0,2013,2
275,1,4196,1,10,2013,2
275,2,2082,0,6,2013,2
275,8,71,0,0,2013,2
275,9,19,0,0,2013,2
276,1,3587,1,10,2013,2
276,2,1612,0,6,2013,2
276,8,87,0,0,2013,2
276,9,39,0,0,2013,2
277,1,6101,1,10,2013,2
277,2,1785,0,6,2013,2
277,8,65,0,0,2013,2
277,9,26,0,0,2013,2
278,1,6657,1,10,2013,2
278,2,2215,0,6,2013,2
278,8,99,0,0,2013,2
278,9,37,0,0,2013,2
279,1,23808,1,10,2013,2
279,2,8179,0,6,2013,2
279,8,505,0,0,2013,2
279,9,188,0,0,2013,2
280,1,47686,1,10,2013,2
280,2,27652,0,6,2013,2
280,8,1023,0,0,2013,2
280,9,410,0,0,2013,2
281,1,12422,1,10,2013,2
281,2,8280,0,6,2013,2
281,8,206,0,0,2013,2
281,9,90,0,0,2013,2
282,1,12371,1,10,2013,2
282,2,3528,0,6,2013,2
282,8,155,0,0,2013,2
282,9,68,0,0,2013,2
283,1,4757,1,10,2013,2
283,2,1755,0,6,2013,2
283,8,82,0,0,2013,2
283,9,30,0,0,2013,2
284,1,1495,1,10,2013,2
284,2,635,0,6,2013,2
284,8,20,0,0,2013,2
284,9,10,0,0,2013,2
285,1,14842,1,10,2013,2
285,2,8212,0,6,2013,2
285,8,361,0,0,2013,2
285,9,95,0,0,2013,2
286,1,15968,1,10,2013,2
286,2,9500,0,6,2013,2
286,8,308,0,0,2013,2
286,9,94,0,0,2013,2
287,1,108,1,10,2013,2
287,2,65,0,6,2013,2
287,8,1,0,0,2013,2
287,9,2,0,0,2013,2
288,1,4393,1,10,2013,2
288,2,2366,0,6,2013,2
288,8,53,0,0,2013,2
288,9,25,0,0,2013,2
289,1,11523,1,10,2013,2
289,2,5477,0,6,2013,2
289,8,147,0,0,2013,2
289,9,58,0,0,2013,2
290,1,24551,1,10,2013,2
290,2,10437,0,6,2013,2
290,8,489,0,0,2013,2
290,9,199,0,0,2013,2
291,1,4259,1,10,2013,2
291,2,2313,0,6,2013,2
291,8,122,0,0,2013,2
291,9,40,0,0,2013,2
292,1,2716,1,10,2013,2
292,2,1001,0,6,2013,2
292,8,45,0,0,2013,2
292,9,14,0,0,2013,2
293,1,23308,1,10,2013,2
293,2,15660,0,6,2013,2
293,8,779,0,0,2013,2
293,9,311,0,0,2013,2
294,1,3643,1,10,2013,2
294,2,1429,0,6,2013,2
294,8,71,0,0,2013,2
294,9,19,0,0,2013,2
295,1,3463,1,10,2013,2
295,2,1279,0,6,2013,2
295,8,35,0,0,2013,2
295,9,19,0,0,2013,2
296,1,2291,1,10,2013,2
296,2,1294,0,6,2013,2
296,8,40,0,0,2013,2
296,9,20,0,0,2013,2
297,1,1017,1,10,2013,2
297,2,713,0,6,2013,2
297,8,36,0,0,2013,2
297,9,23,0,0,2013,2
298,1,19119,1,10,2013,2
298,2,11923,0,6,2013,2
298,8,562,0,0,2013,2
298,9,226,0,0,2013,2
299,1,2848,1,10,2013,2
299,2,1089,0,6,2013,2
299,8,36,0,0,2013,2
299,9,14,0,0,2013,2
300,1,25504,1,10,2013,2
300,2,9454,0,6,2013,2
300,8,440,0,0,2013,2
300,9,150,0,0,2013,2
301,1,1515,1,10,2013,2
301,2,494,0,6,2013,2
301,8,30,0,0,2013,2
301,9,9,0,0,2013,2
302,1,11386,1,10,2013,2
302,2,5558,0,6,2013,2
302,8,198,0,0,2013,2
302,9,75,0,0,2013,2
303,1,3112,1,10,2013,2
303,2,2176,0,6,2013,2
303,8,71,0,0,2013,2
303,9,20,0,0,2013,2
304,1,8090,1,10,2013,2
304,2,4780,0,6,2013,2
304,8,99,0,0,2013,2
304,9,64,0,0,2013,2
305,1,3436,1,10,2013,2
305,2,1866,0,6,2013,2
305,8,65,0,0,2013,2
305,9,26,0,0,2013,2
306,1,4112,1,10,2013,2
306,2,1505,0,6,2013,2
306,8,56,0,0,2013,2
306,9,36,0,0,2013,2
307,1,54616,1,10,2013,2
307,2,40886,0,6,2013,2
307,8,2414,0,0,2013,2
307,9,960,0,0,2013,2
308,1,2958,1,10,2013,2
308,2,2988,0,6,2013,2
308,8,57,0,0,2013,2
308,9,27,0,0,2013,2
309,1,347,1,10,2013,2
309,2,127,0,6,2013,2
309,8,4,0,0,2013,2
309,9,3,0,0,2013,2
310,1,13571,1,10,2013,2
310,2,10386,0,6,2013,2
310,8,365,0,0,2013,2
310,9,159,0,0,2013,2
311,1,49991,1,10,2013,2
311,2,24209,0,6,2013,2
311,8,785,0,0,2013,2
311,9,310,0,0,2013,2
312,1,30900,1,10,2013,2
312,2,19214,0,6,2013,2
312,8,836,0,0,2013,2
312,9,272,0,0,2013,2
313,1,2481,1,10,2013,2
313,2,823,0,6,2013,2
313,8,48,0,0,2013,2
313,9,15,0,0,2013,2
314,1,46104,1,10,2013,2
314,2,40234,0,6,2013,2
314,8,1163,0,0,2013,2
314,9,450,0,0,2013,2
315,1,6643,1,10,2013,2
315,2,3161,0,6,2013,2
315,8,106,0,0,2013,2
315,9,38,0,0,2013,2
316,1,3466,1,10,2013,2
316,2,3081,0,6,2013,2
316,8,94,0,0,2013,2
316,9,42,0,0,2013,2
317,1,3246,1,10,2013,2
317,2,1088,0,6,2013,2
317,8,52,0,0,2013,2
317,9,17,0,0,2013,2
318,1,3671,1,10,2013,2
318,2,2005,0,6,2013,2
318,8,38,0,0,2013,2
318,9,16,0,0,2013,2
319,1,41,1,10,2013,2
319,2,42,0,6,2013,2
319,8,1,0,0,2013,2
319,9,1,0,0,2013,2
320,1,2139,1,10,2013,2
320,2,1787,0,6,2013,2
320,8,34,0,0,2013,2
320,9,17,0,0,2013,2
321,1,5403,1,10,2013,2
321,2,1761,0,6,2013,2
321,8,76,0,0,2013,2
321,9,26,0,0,2013,2
322,1,2332,1,10,2013,2
322,2,2124,0,6,2013,2
322,8,52,0,0,2013,2
322,9,14,0,0,2013,2
323,1,14626,1,10,2013,2
323,2,6524,0,6,2013,2
323,8,350,0,0,2013,2
323,9,115,0,0,2013,2
324,1,230,1,10,2013,2
324,2,147,0,6,2013,2
324,8,2,0,0,2013,2
324,9,2,0,0,2013,2
325,1,106,1,10,2013,2
325,2,92,0,6,2013,2
325,8,5,0,0,2013,2
325,9,4,0,0,2013,2
326,1,5569,1,10,2013,2
326,2,2770,0,6,2013,2
326,8,82,0,0,2013,2
326,9,36,0,0,2013,2
327,1,2217,1,10,2013,2
327,2,844,0,6,2013,2
327,8,25,0,0,2013,2
327,9,16,0,0,2013,2
328,1,4237,1,10,2013,2
328,2,1321,0,6,2013,2
328,8,51,0,0,2013,2
328,9,9,0,0,2013,2
329,1,34711,1,10,2013,2
329,2,17001,0,6,2013,2
329,8,780,0,0,2013,2
329,9,328,0,0,2013,2
330,1,11667,1,10,2013,2
330,2,4722,0,6,2013,2
330,8,194,0,0,2013,2
330,9,78,0,0,2013,2
331,1,62255,1,10,2013,2
331,2,35284,0,6,2013,2
331,8,1945,0,0,2013,2
331,9,658,0,0,2013,2
332,1,1517,1,10,2013,2
332,2,848,0,6,2013,2
332,8,29,0,0,2013,2
332,9,11,0,0,2013,2
333,1,8126,1,10,2013,2
333,2,4836,0,6,2013,2
333,8,143,0,0,2013,2
333,9,42,0,0,2013,2
334,1,6741,1,10,2013,2
334,2,2565,0,6,2013,2
334,8,84,0,0,2013,2
334,9,40,0,0,2013,2
335,1,6059,1,10,2013,2
335,2,3406,0,6,2013,2
335,8,125,0,0,2013,2
335,9,48,0,0,2013,2
336,1,4263,1,10,2013,2
336,2,2171,0,6,2013,2
336,8,53,0,0,2013,2
336,9,27,0,0,2013,2
337,1,18078,1,10,2013,2
337,2,15739,0,6,2013,2
337,8,600,0,0,2013,2
337,9,186,0,0,2013,2
338,1,9336,1,10,2013,2
338,2,8564,0,6,2013,2
338,8,186,0,0,2013,2
338,9,75,0,0,2013,2
339,1,57056,1,10,2013,2
339,2,55633,0,6,2013,2
339,8,2066,0,0,2013,2
339,9,819,0,0,2013,2
340,1,8976,1,10,2013,2
340,2,40000,0,6,2013,2
340,8,989,0,0,2013,2
340,9,453,0,0,2013,2
341,1,4946,1,10,2013,2
341,2,2019,0,6,2013,2
341,8,59,0,0,2013,2
341,9,24,0,0,2013,2
342,1,6447,1,10,2013,2
342,2,2887,0,6,2013,2
342,8,145,0,0,2013,2
342,9,56,0,0,2013,2
343,1,4261,1,10,2013,2
343,2,2400,0,6,2013,2
343,8,55,0,0,2013,2
343,9,27,0,0,2013,2
344,1,1684,1,10,2013,2
344,2,1930,0,6,2013,2
344,8,43,0,0,2013,2
344,9,28,0,0,2013,2
345,1,6,1,10,2013,2
345,2,15,0,6,2013,2
345,8,0,0,0,2013,2
345,9,0,0,0,2013,2
346,1,10365,1,10,2013,2
346,2,6715,0,6,2013,2
346,8,188,0,0,2013,2
346,9,58,0,0,2013,2
